area_type,region_level,region_name,sido,sigungu,sub_area,start_date,end_date,status,notice_no,notice_date,effective_date,source_name,source_url,confidence,note
조정대상지역,시군구,광주광역시 동구,광주광역시,동구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,광주광역시 북구,광주광역시,북구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,광주광역시 북구,광주광역시,북구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,광주광역시 광산구,광주광역시,광산구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,광주광역시 광산구,광주광역시,광산구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,울산광역시 남구,울산광역시,남구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,울산광역시 남구,울산광역시,남구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,울산광역시 중구,울산광역시,중구,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,울산광역시 중구,울산광역시,중구,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,충청북도 청주시,충청북도,청주시,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,충청북도 청주시,충청북도,청주시,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,충청남도 천안시,충청남도,천안시,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,충청남도 천안시,충청남도,천안시,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,충청남도 공주시,충청남도,공주시,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,충청남도 공주시,충청남도,공주시,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,시군구,충청남도 논산시,충청남도,논산시,,2020-06-19,2022-09-25,ACTIVE,,2020-06-19,2020-06-19,MOLIT,,D_NEEDS_REVIEW,운영 전 공식 확인 필요
조정대상지역,시군구,충청남도 논산시,충청남도,논산시,,2022-09-26,,RELEASED,국토교통부공고 제2022-1216호,2022-09-21,2022-09-26,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-09-26 지정 해제 공고 기준
조정대상지역,세부지역,세종특별자치시 일부지역,세종특별자치시,,일부지역,2016-11-03,2022-11-13,PARTIAL,,2016-11-03,2016-11-03,MOLIT,,B_PARTIAL,일부 지역 지정 여부 확인 필요
조정대상지역,세부지역,세종특별자치시 일부지역,세종특별자치시,,일부지역,2022-11-14,,RELEASED,국토교통부공고 제2022-1436호,2022-11-10,2022-11-14,MOLIT,https://www.molit.go.kr,A_OFFICIAL,2022-11-14 지정 해제 공고 기준
